Label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
R,0.0,0.0,0.0,0.07413101420231992,-0.10547470186604556,-0.08966525744884415,0.08363000324062049,-0.2975522162158883,-0.11418756980288348,0.013315519438367233,-0.44114711854699096,-0.12720564064579706,-0.05304133870278488,-0.5737661844729628,-0.1344844961709051,0.11110610464333427,-0.5164674241177176,-0.04268156774994718,0.07616511659000184,-0.7409231570410658,-0.07899865377620177,0.044521465263780986,-0.8735996503311544,-0.09919976132966121,0.016161401631510926,-0.9844685003168976,-0.11099754260288021,0.03958899961735389,-0.5033478284018914,-0.024670991894572898,0.05403378415740175,-0.7412457563069357,-0.07193549144852636,0.04538589380598034,-0.8749476424298864,-0.09825241941065697,0.03593125378318038,-0.993814154101228,-0.10508269177000269,-0.02647741019827684,-0.43959523834675285,-0.018825773050617223,-0.05584215927809975,-0.5499029768755137,-0.11250666666341104,-0.033872797162979223,-0.39125053583746044,-0.1328366556835839,-0.014633079225896002,-0.30975247109244014,-0.1159605139166327,-0.08714661189597626,-0.3396210719362645,-0.01721630305484944,-0.11334501732377095,-0.42139688391824615,-0.1048974046851585,-0.07888977255174043,-0.3105678558273283,-0.11689623413001579,-0.046615132822565,-0.2438640861055709,-0.10356254333227279
R,0.0,0.0,0.0,0.07896016493531345,-0.08082064265479598,-0.07772268518121751,0.10222627762827939,-0.28441158902918084,-0.09737994101326815,0.03751331868898632,-0.45141080803991923,-0.10768006837247095,-0.025056034393128326,-0.5861768928671546,-0.11298603825325998,0.11942881781294606,-0.5094694106434008,-0.040463043879244445,0.0974282324726478,-0.7294369790531715,-0.07275685329134005,0.073546100874507,-0.8711306823033018,-0.09217377154086576,0.04585512344230361,-0.9874917872873582,-0.1048553610870035,0.04838979438929757,-0.5119613942160313,-0.028822479900621874,0.07110207181082961,-0.7493711181273364,-0.06978129075091495,0.06857801374696462,-0.8817992241082345,-0.09192549886285349,0.05859726538273822,-0.9934684127679491,-0.09791257999867493,-0.018506824214242358,-0.45376443106212777,-0.02735355860813663,-0.04791284356008694,-0.5901346335208191,-0.11060769114405826,-0.02846383116583974,-0.4414658290225349,-0.12611508857095083,-0.01093826626430672,-0.3520343646805896,-0.10957116622512927,-0.08247845361348993,-0.3536749591844297,-0.0299541891151141,-0.10359195915210488,-0.45218782831285786,-0.10944718220064946,-0.07177241295483498,-0.34602464272742617,-0.11891737227242338,-0.04155600171465744,-0.2734881808012548,-0.10608702548109465
R,0.0,0.0,0.0,0.08132124565207345,-0.08979065677634106,-0.07303549757669911,0.10857696744102324,-0.2959735320806292,-0.0909469439098848,0.05919203149558493,-0.47211495759227917,-0.10133786141568969,-0.004626566477707817,-0.6057471137257574,-0.10664398286422995,0.12170253354954243,-0.5008165561239637,-0.02866593023796013,0.11532098009786172,-0.7154839356795948,-0.05828238615196796,0.1001190629581892,-0.8660239059044984,-0.07859336883572747,0.0763141381040981,-0.9927476687892303,-0.09288820398187,0.05486949439445646,-0.5142324034141026,-0.018550657269735496,0.09118811596291355,-0.7402083457900598,-0.05817689303914965,0.09479963228558823,-0.8784488744584599,-0.08064034617588368,0.08635271141503142,-0.9901274421542132,-0.08709385349574984,-0.012515191083383323,-0.4653768476930593,-0.01866097556001387,-0.0365724401460537,-0.6029017603982768,-0.09754192127666196,-0.017625036501301455,-0.4653548057500536,-0.11259773582546968,0.0007790145687433837,-0.37070842100719437,-0.09677930740788389,-0.07816984554984006,-0.378371694765054,-0.023319897461898748,-0.0822524617052334,-0.4679104756435211,-0.09719030558668644,-0.05084635412595328,-0.37007973996159627,-0.10684603089518162,-0.023847663807987116,-0.29731876307004557,-0.09558395229110139
R,0.0,0.0,0.0,0.07918370940056253,-0.061501263495015585,-0.07609244851016876,0.11031995774301394,-0.255773498452136,-0.1070287222205977,0.07153195475204194,-0.428821389912354,-0.12858867552491093,0.005929619047012524,-0.5563834053537339,-0.14686607520376335,0.11173416535438369,-0.4885368085665227,-0.06795950863332269,0.09655486615706119,-0.7131242524123594,-0.10807672583947803,0.07647484448905277,-0.8551326052387628,-0.12795089562174441,0.05644042763625477,-0.9723398831482051,-0.1405181637499039,0.04813630259929935,-0.49049025301301674,-0.0585527372733328,0.07663457592725169,-0.7345304804402765,-0.10630008599064573,0.08391110301745906,-0.8667405203142924,-0.12801142512836444,0.08428136522738242,-0.9872374561168918,-0.13512533705880836,-0.016733682413232875,-0.4347556687478554,-0.05652085941977494,-0.03827061368876255,-0.5933198681251641,-0.14081082329374364,-0.021810636556766353,-0.4572263910805546,-0.15273544165781597,-0.00694575849747644,-0.3635831288292543,-0.13808076016410878,-0.07640525322162164,-0.3307933430830483,-0.058114507082951766,-0.07211312968356587,-0.3938525037328347,-0.14025339609576845,-0.029333826876980485,-0.29088645612493264,-0.15218872815386608,0.003512411060917831,-0.21808665695405507,-0.14300511578338027
R,0.0,0.0,0.0,0.0843334510010328,-0.0930255162148295,-0.07370073653244513,0.11912909538031809,-0.2875571321299619,-0.09530179419854018,0.08723682707583798,-0.47053528519317,-0.11105121313363757,0.022804478654049217,-0.5999485195432157,-0.12124977859055926,0.12474661943068707,-0.5044277067894783,-0.02390095755194235,0.12295137293131693,-0.7164554437980402,-0.05199807443161996,0.10881721162627979,-0.8625569130285842,-0.07099938619990478,0.08803716295033073,-0.9869482330404016,-0.08461545520287132,0.06388836279399654,-0.5174418891841146,-0.012842915665885775,0.10184012089266352,-0.7444066521936928,-0.04949630681915799,0.12005912367105301,-0.8769539633901658,-0.07008574557555355,0.12840979798415667,-0.9887246940087281,-0.07703507797760165,-0.0033970020289926356,-0.47259764749356903,-0.012716868590974081,-0.010374670778948575,-0.6330692170738516,-0.08770161991363225,0.0045179202159458375,-0.4854704326410822,-0.09950583347896524,0.01648473700286804,-0.3750504539565851,-0.0830726302453923,-0.06745392883808249,-0.39563050897896407,-0.017551798030092446,-0.05904342983380974,-0.49289519702987183,-0.08640609563453368,-0.03075834474988144,-0.39253559273955846,-0.09423454121613521,-0.010102425082903734,-0.31002498851812105,-0.08339122562668458
R,0.0,0.0,0.0,0.07929073800237472,-0.08481441688200597,-0.0671865715908644,0.10310117471240883,-0.29223605902712807,-0.0837536775754741,0.04829965415891989,-0.463617851760077,-0.09330984101485482,-0.010205257394560576,-0.5947289817423833,-0.098759514513588,0.12736869573689066,-0.4951816450975889,-0.03378142893128974,0.11474787261867676,-0.7111983680957246,-0.06609375566510685,0.09242341129759707,-0.8610352479290001,-0.08693171500240006,0.06286714791652866,-0.9826523620656177,-0.10082423643021239,0.05634557182966417,-0.5027026981761837,-0.027435660290584755,0.09160831772500964,-0.7348551895703899,-0.06854269903799724,0.09343372109730627,-0.8735669260648866,-0.09058486321330134,0.08550515884633433,-0.9916922650962697,-0.09610056794261465,-0.011042392722271964,-0.4501629024274792,-0.0300146584818378,-0.03391488880812332,-0.5859120540092995,-0.10882928658057779,-0.017389590691807646,-0.44943898498871515,-0.12046176642637321,-0.0006237139649580849,-0.3606131943576477,-0.10218158162789509,-0.07588291715897721,-0.3522794549971276,-0.036459408144059575,-0.09005760878559718,-0.4557971662218962,-0.10962818736207151,-0.06005332604398042,-0.3603867585797531,-0.11420296116083288,-0.03107729494028795,-0.28807595985185475,-0.09863816261517716
R,0.0,0.0,0.0,0.07153330950094869,-0.09055728493939931,-0.08317742418365887,0.08213230671633462,-0.28253049379294226,-0.10994024094639405,0.019311929851051714,-0.43415514412244777,-0.1264811414612672,-0.042116790096043875,-0.5660443204009524,-0.13826420697578226,0.10572059280566908,-0.507432136652129,-0.04625678844240551,0.07139084612148351,-0.7187322499681207,-0.08372259107269003,0.035785966271183085,-0.8540305642795248,-0.10689585335230309,-0.001973539222252332,-0.9624462598227387,-0.12268699021279833,0.03603390655824771,-0.4982889498813525,-0.03252329513627451,0.0568685007200907,-0.7395200382407886,-0.08129314960188577,0.05387627878045651,-0.8736203018119576,-0.10713599947687832,0.04517177447798152,-0.992395318959728,-0.11450345714139007,-0.02834497549100657,-0.432647127109143,-0.029213187461224983,-0.06727986523638779,-0.5889466383627415,-0.11979350455992285,-0.045061306033249454,-0.4433920245000523,-0.13396474442114292,-0.01953761279221452,-0.35251789969546676,-0.11568097916231296,-0.0864345207535322,-0.3184239008551865,-0.03027995975202415,-0.10784191425842908,-0.41273482171809356,-0.11968200303066147,-0.06995508365388076,-0.3062663166273518,-0.13121246403488995,-0.03304872186768502,-0.23530924326551517,-0.1180684681955185
R,0.0,0.0,0.0,0.08168211185079471,-0.06777621187170313,-0.10511732174797184,0.1040890908538619,-0.2565438018084234,-0.14061667499973277,0.040637032824855944,-0.4200700207256032,-0.16249530188884398,-0.024096307750762613,-0.5606799455848736,-0.17795279317875043,0.1475062551618137,-0.47040964077809455,-0.06142523958864259,0.13220740603118802,-0.6969245624770977,-0.10787920255649598,0.1081266512191389,-0.8491631924348118,-0.13704847698577616,0.07786019560206418,-0.9723471853542134,-0.1548070058987545,0.0757532092866648,-0.46857369500140184,-0.04340291961945191,0.10988623031922651,-0.7058479299999673,-0.09753638909183977,0.11530992450334301,-0.8525165108727479,-0.1263897662975142,0.11127481066775115,-0.9846369777240477,-0.13456574084554138,0.004844653033243663,-0.4176536357810743,-0.03996789364323114,-0.02052918009354359,-0.5488573530088703,-0.1418572621463123,-0.013051798990743045,-0.3876805889741145,-0.16470427791049896,0.0022430308411139294,-0.297137321355305,-0.14835717818578503,-0.06713950252110533,-0.33294612784623284,-0.04279720965670785,-0.09195281822177966,-0.43097306764417664,-0.1362609237892697,-0.06881659862037429,-0.31501603603907335,-0.15095430051081515,-0.0379377241974345,-0.2385593620918263,-0.14004011314456763
R,0.0,0.0,0.0,0.08361737204741579,-0.07216193203780781,-0.07103691143714762,0.12543590037432134,-0.27661693045131963,-0.09191664347792362,0.08706659886201712,-0.45617340405583096,-0.1050263098303346,0.023090543757243624,-0.5814498257546145,-0.11376682765658223,0.13884620529950534,-0.4901727229484805,-0.042655113159847456,0.13974110420632843,-0.7137364696104355,-0.07471160936170185,0.1293227760438112,-0.8625354120856105,-0.09439341111717875,0.11384800631829367,-0.9876335045959524,-0.10779003690910528,0.07386832050232318,-0.5045987869273778,-0.03311852868587034,0.11202826454830954,-0.7335215008616301,-0.07285224293779648,0.12540895915455214,-0.8656946245932842,-0.09372685572976971,0.1290639568334587,-0.9793804831368679,-0.10036339357653289,0.005700611966336444,-0.45973973759661174,-0.031983702786272786,-0.0098186149422676,-0.611557181007477,-0.10887569299739042,0.00610256161979721,-0.46220990547111696,-0.11774335795021901,0.019154289753068383,-0.3573734452329022,-0.09916838783153761,-0.06130286887448405,-0.3731978669499756,-0.03501139438962045,-0.06173242702250707,-0.47340152170942473,-0.10709997051140985,-0.029927357877438714,-0.37210895789707454,-0.11211018244265453,-0.004589182389170235,-0.2911426686024282,-0.09786815076644527
R,0.0,0.0,0.0,0.10340874841051553,-0.09392727299129777,-0.07291239396783426,0.14717363387668733,-0.3178485042526671,-0.08673724732539655,0.10589108069518985,-0.5068348940031131,-0.09418376792353096,0.03419084322055724,-0.6406097178868081,-0.09640216785380193,0.15250804619974473,-0.5152865310066741,-0.01105916033661241,0.15203395511038773,-0.7224980213357547,-0.02844243601221182,0.1365488845482863,-0.8689216820754704,-0.04109950451831122,0.1154834804405203,-0.9919069287972317,-0.052765617113679476,0.08549702420674507,-0.5312800696741095,0.0015538795302618656,0.12242997565135055,-0.749594643427958,-0.023496434720507258,0.14010045459942255,-0.8772182328432252,-0.03812476694055404,0.14914169639338168,-0.9816239580130666,-0.044242368542831034,0.014809912895669557,-0.48814436153310076,0.0018373809955985134,0.013306156574615494,-0.6594549902247073,-0.06957682219828831,0.030094696208514245,-0.5118512539843972,-0.08401341000908424,0.041008576157437956,-0.40746747988143295,-0.07179265684115778,-0.0552913170801385,-0.41266854055561203,-0.002568949650303888,-0.04439666055072827,-0.5322902517103538,-0.07365921190954217,-0.014054224688031712,-0.4342442312002876,-0.08704909210461827,0.008155492432675047,-0.35477270990731335,-0.08221505153678431
